A_random,R2_random
74.47907464627414,0.562112592018498
84.72186846279175,0.4621806961958228
95.66720373242701,0.8423128992990825
76.68686837881454,0.19779142709470976
16.54860169162939,0.012747981265857744
128.22670482322292,0.8979391058886765
25.15688277184569,0.08778625903217419
35.86781872166953,0.1408937774479463
124.82204187832278,0.3242224615240612
74.96939043516826,0.5388924174047733
23.7809535273522,0.04114309032907082
31.419421592772466,0.11962306130949818
26.78971911613507,0.0650038442658819
93.22483954666623,0.287621021156406
40.379245640864475,0.14624412782214768
67.4569657463529,0.31362282897682736
41.26124731819795,0.16141439369235377
109.8474799503066,0.5470829482010202
122.63380511455107,0.8560796392368166
52.239650641417924,0.2535790205617394
40.932619501046815,0.27944577161962925
98.11361575896568,0.3202287024303143
92.32082227857049,0.28582355678954263
50.389265304665365,0.20062652543100423
126.34370168897658,0.8551559465164383
67.44579661944564,0.3990677869154471
56.7932893541017,0.33006130073829754
38.95396280721461,0.22214355745187553
70.26894159793768,0.2235375441028905
46.53040866990299,0.10178425019425696
44.544593017128044,0.17714214404755824
25.567385747704552,0.032613461797569854
124.70629304456432,0.3411515336843981
54.54806926694453,0.13033782063860078
96.59200853605766,0.2601659535969074
51.524753132526136,0.28517517430120654
56.743512080610486,0.25447988824486834
39.68482151310999,0.1840059440869335
102.86931935268294,0.3251255615787223
47.507841369447654,0.3202295817318618
74.16690358169598,0.2434993908018135
55.50870411476707,0.14809619571209243
26.827302190999088,0.02195243469260988
71.59378080030318,0.24793104497557428
133.34659274459685,0.9145821364788478
12.330613684492967,0.02452165236411219
48.534045306384364,0.18357021225303438
44.622204002605486,0.12699812289088552
78.09015482606318,0.6894414585023747
34.53413754573392,0.06577189524830895
44.06162230228733,0.13841912264570522
29.174683297829194,0.10131637490402412
49.20407545763318,0.2154741336057423
49.44994202404906,0.0891677611662286
102.79612943642202,0.3155644602869627
53.50651049968881,0.20674923990094818
61.00204897481618,0.07779863959342503
87.71786662028676,0.28805246758369163
90.21630261981345,0.24010417081068713
99.00932689577246,0.3356143837898775
32.88144510452736,0.10434983670252995
50.29155628933333,0.05220142680372497
47.45186238541038,0.16458378085761205
13.926312507662315,0.034791080672025854
45.624572519620656,0.2768823954632692
89.59688195501224,0.2761694267167263
39.683768375000355,0.08773302036158837
66.24291687988047,0.05983950914143732
53.87475364390265,0.5282744951128214
30.182802252090678,0.08363191941046422
78.5285173039342,0.1989567369020282
