A_boot,phi0_boot,R2_boot
197.5698126942253,43.14658059965321,0.8850873091755189
-149.7140463911441,42.854527835629426,0.5508598951487677
-213.5220498594317,171.44484085983723,0.7746913278353653
233.1383350421638,311.42001804716597,0.7642421874915157
99.06008746910237,315.15155296353316,0.5004367421974698
-45.360292665826385,177.506610534573,0.0759093229345239
-195.40962300738948,148.4378583989425,0.8923915349676772
40.837495946016126,227.52197020763577,0.16879092398281537
125.74296133361969,334.1084711203471,0.5024176307194599
89.80970676512656,330.6124996320549,0.648614396722913
-99.67169326439812,170.49323694652972,0.6376834147502721
204.59002949486515,326.2843305279474,0.7894842637270125
-131.93845383637452,134.73183553591423,0.7621318653045027
-88.53861642724371,176.57092362864444,0.34266972170801646
-267.08164776397103,323.56803479644583,0.657029163990941
-294.48351874841126,158.53090792250296,0.929021279228563
-150.52924928231866,162.66160101949026,0.7868429839026588
-32.855804825614165,277.7010026187008,0.04366924292822638
87.26953793937899,297.00141537450753,0.24528105912823184
76.7661270282245,325.13432487067683,0.18058523731423726
-112.35242517462672,143.5242055078322,0.6130908336476071
168.24305096344938,320.5117237682869,0.7398049662072481
-130.26426571459672,56.61175067060907,0.8485865724924243
209.06650848493717,343.2326831271848,0.9256020076354153
165.17960298923958,323.0607259764341,0.8663485494673053
248.79031096126909,33.663485155291475,0.8784957737470541
85.38547867633328,36.77518052747537,0.5186191637754922
52.36435454910679,43.640814331576046,0.12406255315740966
38.306613938979076,36.62410976515368,0.10452958130625001
141.09407295326412,75.67574548845059,0.5681158851518623
174.1929913736699,328.8558233870701,0.9024217311386473
214.84808736456603,322.87073436705214,0.7111228884180263
225.92307822006362,311.7353721215461,0.9581381710238801
-84.78820252631161,180.7599444800398,0.5968981482921724
-175.04848394001354,160.91175014799313,0.7619534611591958
169.43732133950218,5.984827596570379,0.5313818038097805
-109.92344760192658,350.15879624537894,0.698532058973963
-206.49223718591165,169.00526194422892,0.7010359021456898
293.39077544391114,342.81813384676644,0.9285444416921175
135.30258171204022,37.91754179602403,0.8871084146096699
64.2431748197893,37.127761132822314,0.3997018543035453
96.78122975087749,5.783848881136414,0.7036827727707287
103.04874315138409,285.77485775623495,0.7272808862905304
222.71502013138746,294.9110543159895,0.7609483211838854
85.45249842088036,328.60431340335504,0.42150062098161367
43.085890211956915,207.94494332099322,0.3552730647739576
-94.06209993395613,163.36363782047437,0.46852045850965285
-98.81300408384631,163.70816212171152,0.41398781266175044
120.43581796806826,351.7444287392566,0.6868416590127344
143.098383971384,345.5767727141977,0.6884771160617971
87.84576046775378,279.0243092835779,0.24086468020480756
197.25557031977527,327.6964849087132,0.7902281366268582
180.25907136451727,257.35438968634946,0.8554628915617173
-107.47065588716322,188.2850076217688,0.4066557768061797
341.7307172621327,331.76507362799737,0.9103558938105715
-232.22312055195982,165.64124254305835,0.9536965465584613
212.12753838749597,311.91975027962275,0.931297672332611
47.45606591149203,291.68160489161687,0.1499138653870642
97.57167338758282,305.64289575255106,0.8176331282924043
142.34202229987017,6.551306339441094,0.7094369639946442
162.51632170421365,326.7444532454614,0.7383589257518691
98.08794555434001,287.7634617954524,0.47600312727534977
53.07658195616643,266.56017315732646,0.44040762100713415
132.05137139487374,281.47961995762364,0.789778643624999
108.75566728958188,190.63962404127284,0.5295941723413667
226.979460950738,309.35748481126217,0.7565400540555772
165.04841899641443,14.591905372109897,0.706134602839597
177.26580599940075,329.86541401822836,0.7827715257153842
46.031711693877675,333.9619235924503,0.18942408540451505
-200.19478097350918,165.96633815798066,0.8698915721036167
35.324612119070075,167.0087060637708,0.11180264247130378
25.96715750994815,60.299250659740345,0.18433956215143033
203.67957756880168,325.9645147107851,0.884281509383435
173.26306425470247,302.23904884981073,0.8223779207296762
198.8017558222692,346.8351764530051,0.7780126393283662
72.50591263923933,316.174018372831,0.42103888264216294
-241.20902881236475,152.9113541462895,0.6928344917878024
